content,score,thumbsUpCount,at,clean_content
😁,1,0,2022-02-02 02:59:38,
Aplikasinya tolong di tindak lanjuti terkait toko²nya yang sering mengabaikan pesanan padahal toko official pun bisa seenak²nya menunda² pesanan sampai seminggu lebih tidak diproses dan dengan gampangnya memutuskan untuk di-cancel tidak seperti aplikasi shopee yang dapat kode etik pelanggaran jika tidak diproses pesanannya secepat cepatnya mohon ditunggu kelanjutannya agar para konsumen tidak beralih ke aplikasi lain,1,0,2022-05-10 16:32:19,aplikasinya tolong tindak lanjuti terkait tokonya mengabaikan pesanan toko offici menunda pesanan seminggu dipros gampangnya memutuskan dicancel aplikasi shope kode etik pelanggaran dipros pesanannya secepat cepatnya mohon ditunggu kelanjutannya konsumen beralih aplikasi
"Kecewa skrng udah ga bsa pke 2 vocer lagi, balikin lagi dong seperti semula.",1,2,2022-11-03 09:39:04,kecewa skrng udah ga bsa pke vocer balikin
Orang mesan yg promo.pas itu dari toko nya di batalin.promo saya langsung ilang.,1,0,2021-09-30 11:50:21,orang mesan yg promopa toko nya batalinpromo langsung ilang
"Pelayanan yg di berikan kurang Baik, terutama untuk kurir si cepat yg tidak mempunyai rasa tanggung jawab",1,0,2022-10-30 03:01:31,pelayanan yg kurir si cepat yg tanggung
Saya adalah penambang pertama bitcoin di blockchain. Bagaimana saya bisa jual bitcoin di Tokopedia menggunakan alamat bitcoinlocal,1,0,2021-12-21 18:01:19,penambang bitcoin blockchain jual bitcoin tokopedia alamat bitcoinloc
Mau instal but ga tau cara make nya gimana😮😯,1,0,2021-09-06 08:13:00,instal but ga tau make nya gimana
"Vocer2,,hoakkkkkkkk....bikin abis waktu aja",1,0,2021-09-14 00:40:11,vocerhoakkkkkkkkbikin abi aja
Minta update terus..jd berat hp,1,0,2021-06-11 07:14:57,updat terusjd berat hp
Kok apk nya gini sih gak bisa di buka tolong sistem kerjanya.,1,0,2021-09-23 06:36:50,apk nya gini sih gak buka tolong sistem kerjanya
Iklan babi,1,0,2022-02-26 17:16:14,iklan babi
Komplain barang yg dikirim rusak tapi malah bela penjual.rugi in banget aplikasi ini,1,0,2021-10-08 07:19:29,komplain barang yg dikirim rusak bela penjualrugi in banget aplikasi
"Pesanan barang saya tidak di kirim,di telp pihak tokopedia respon nya lambat",1,0,2022-07-02 18:58:56,pesanan barang kirimdi telp tokopedia respon nya lambat
"Kapok belanja disini, kurir nya ngeselin",1,0,2021-11-18 09:59:07,kapok belanja kurir nya ngeselin
"Promo toped buat user baru gak jelas/hanya sekedar tulisan di layar hp apk toped..jika melakukan transaksi menggunakan promo buat user baru,pasti langsung digagalkan oleh sistem..Yang katanya melanggar S&K lah,yg ditengarahi melakukan penipuan lah,/ditengarahi memiliki kesamaan nama/data di nomor tersebut/apalah itu..Wooooi toped coba pikir,masaksih masyarakat diseluruh indonesia kita ini di larang memiliki kesamaan nama&kesamaan wilayah tempat tinggal masyarakat tersebut.Ke Laut aja Loe TOPED.",1,0,2021-06-04 21:09:55,promo tope user gak jelashanya sekedar tulisan layar hp apk topedjika transaksi promo user barupasti langsung digagalkan sistemyang melanggar sk lahyg ditengarahi penipuan lahditengarahi memiliki kesamaan namadata nomor tersebutapalah ituwooooi tope coba pikirmasaksih masyarakat diseluruh indonesia larang memiliki kesamaan namakesamaan wilayah tinggal masyarakat tersebutk laut aja loe tope
Gak bisa di download,1,0,2021-12-26 01:17:47,gak download
Eror melulu. Aplikasi sampah 👎,1,0,2021-10-07 10:27:10,eror melulu aplikasi sampah
Barang nya mahal semua . Masih murahan di shoope !,1,0,2021-05-26 16:48:47,barang nya mahal murahan shoop
"Tailah, klo apk ga laku ga ush bohongin orng,",1,0,2021-05-16 02:29:52,tailah klo apk ga laku ga ush bohongin orng
Saya merasa di tipu mentah mentah di sini. Saya beli barang seharga 55000. Estimasi tiba 3-5 Juni. Tetapi sampai dengan tgl 6 ini blm jga sampai. Lalu saya ajukan komplain ke seller knapa barang blm sampai. Tetapi saya merasa tidak tega krna sya pikir ini mutlak kesalahan kurir (anteraja) lalu saya batalkan komplain saya. Tapi knapa tiba2 keterangan otomatis barang sudah di Terima?!! Aplikasi busuk!!! Sdah lama sya pakai aplikasi ini slalu jika kurir bermasalah tidak ada penyelesaian yg kongkrit,1,21,2022-06-06 11:29:58,tipu mentah mentah beli barang seharga estimasi juni tgl blm jga ajukan komplain seller knapa barang blm tega krna sya pikir mutlak kesalahan kurir anteraja batalkan komplain knapa keterangan otomati barang terima aplikasi busuk sdah sya pakai aplikasi slalu kurir bermasalah penyelesaian yg kongkrit
Apk haram ga di download mlah kdownload sndri,1,0,2021-05-26 21:31:29,apk haram ga download mlah kdownload sndri
Jangan selalu muncul diapli kasiku kan sudah berhenti kecuali daptar ulang,1,0,2021-05-23 18:11:03,muncul diapli kasiku berhenti kecuali daptar ulang
"Aplikasi apa sih ini? bacot doangg diskonnn pas udah cekout malah di batalinn, bukan sekali dua kali tapi udah seringgg bangett!! jangan mau deh pakek apk ini",1,0,2021-11-03 13:09:16,aplikasi sih bacot doangg diskonnn pa udah cekout batalinn kali udah seringgg bangett deh pakek apk
dah lah..,1,1,2022-11-03 06:57:44,dah
Punya later nga bisa di gunakan buat playlater pulsa mohon di perbaiki,1,0,2023-02-24 09:06:18,later nga playlat pulsa mohon perbaiki
Kata nya gratis ongkir. Kata nya ada gratisan buat pengguna baru . Gimana sih,1,0,2021-06-05 08:17:36,nya grati ongkir nya gratisan pengguna gimana sih
"Yang bikin saya setia ama toped ya gara2 bisa gabungin vocer ongkir sama promo. Sekarang malah gak bisa, payah",1,2,2022-12-04 13:48:39,bikin setia ama tope ya gara gabungin vocer ongkir promo gak payah
Tokopedia tolong dong ekspedisi Anteraja diganti dengan eskpedisi lainnya aja yang ga lelet. Masih banyak ekspedisi lainnya yang baik dan cepat prosesnya.,1,3,2023-01-07 03:46:27,tokopedia tolong ekspedisi anteraja diganti eskpedisi aja ga lelet ekspedisi cepat prosesnya
Sistem pengembalian barang retur saya sarankan Tokopedia belajar dari shopee. Ongkos pengembalian gratis. Jadi tidak ada lagi korban penipuan penjual nakal yang sering ngirim barang tidak sesuai foto atau deskripsi. Saya sudah sering mengalami. Cuma berat di ongkos kirim pengembalian. Apalagi saya di luar pulau Jawa ongkir Bali mahal. Harga barang 80ribu ongkir mau 50 ribu. Jadi mikir lagi untuk ngembalikan barang. Terpaksa di telan pahat kenyataan,1,2,2022-09-16 11:41:31,sistem pengembalian barang retur sarankan tokopedia belajar shope ongko pengembalian grati korban penipuan penjual nakal ngirim barang sesuai foto deskripsi mengalami berat ongko kirim pengembalian pulau jawa ongkir bali mahal harga barang ribu ongkir ribu mikir ngembalikan barang terpaksa telan pahat kenyataan
Tapi agak lama downlodnya ya gmn caranya ya biar cepet donlodnya gk sbr juga sih,1,0,2021-07-04 08:23:08,downlodnya ya gmn ya biar cepet donlodnya gk sbr sih
Saya baru beli hp pas diliat retak,1,0,2022-01-12 04:36:49,beli hp pa diliat retak
Hati hati beli disini banyak reseler penipu contoh saya beli disini sudah kena tipu barang dikirim lama suruh kirim balik lg sudah apes rugi pula 😠😠😠😠😠😠😠😠😠😠,1,0,2021-11-03 10:51:08,hati hati beli resel penipu contoh beli kena tipu barang dikirim suruh kirim lg ape rugi
"Tokopedia harus mendengarkan setiap keluhan yang ada, saya masuk tidak bisa karena no telp saya ganti karena hilang dan saya tidak bisa merubah no telp. Mohon dari sekian banyak complain yang ada mohon segera di respon. Kita mau masuk aja susah gimana bisa transaksi, supaya tidak jelek citra Tokopedia untuk itu banyak berbenah segala kekurangan yang ada. Terimakasih atas pelayanan yang kurang puas",1,8,2022-02-18 15:19:23,tokopedia mendengarkan keluhan masuk no telp ganti hilang merubah no telp mohon sekian complain mohon respon masuk aja susah gimana transaksi jelek citra tokopedia berbenah kekurangan terimakasih pelayanan pua
Ini gimana sih pas ada flas sale harga 0 uda ngetik no kartu ehh hbs gtu pembayaran di tolak tolong dong pencerahannya !!! Jdi gabsa pencet beli lgi,1,0,2021-06-05 18:08:54,gimana sih pa fla sale harga uda ngetik no kartu ehh hb gtu pembayaran tolak tolong pencerahannya jdi gabsa pencet beli lgi
"Saya bingung, hari ini saya mau order barang, total harga keseluruhan 250.000, cek saldo gopay kurang, akhir nya saya top up, setelah saldo cukup, kenapa tolal harga jadi berubah 275.000, mulai mengecewakan 😡",1,2,2023-03-01 13:42:17,bingung order barang total harga cek saldo gopay nya top up saldo tolal harga berubah mengecewakan
pelayanan buruk tidak bisa menyelesaikan masalah dan solusi pemulihan akun,1,0,2023-01-20 01:42:17,pelayanan buruk menyelesaikan solusi pemulihan akun
Terus unduh,1,0,2021-06-11 09:22:47,unduh
Aplikasinya jelek,1,0,2022-06-09 03:49:51,aplikasinya jelek
Tidak lagi nyaman belanja di tokopedia karena yg dulunya bebas ongkir min 10rb sekarang jadi 20rb.. dan ada pula tambahan biaya layanan 1000 per check out.,1,0,2022-09-10 12:36:36,nyaman belanja tokopedia yg dulunya beba ongkir min rb rb tambahan biaya layanan check out
Lambat dengan pengiriman nya segini area jabodetabek apalagi luar kota,1,0,2021-08-04 14:11:50,lambat pengiriman nya segini area jabodetabek kota
Bad. Gratis onkir dah gk full. Pindah aplikasi lain,1,0,2022-11-17 03:44:57,bad grati onkir dah gk full pindah aplikasi
Wow,1,0,2021-05-21 01:41:41,wow
"Aplikasinya bagus,tapi sayang,akunya jahat😎",1,0,2021-06-23 13:06:46,aplikasinya bagustapi sayangakunya jahat
"Kentut, masa Rp0 tapi ongkirnya senilai barangnya, lu klo gk mau rugi gk usah bikin jebakan, maaf toxit.",1,0,2022-02-24 03:23:32,kentut rp ongkirnya senilai barangnya lu klo gk rugi gk bikin jebakan maaf toxit
Anjib aplikasi gak guna masa gw buka aplikasi nya tidak ada jaringa padahal jaringan gw kenceng kok gk bisa gk bisa sih tolong yh aplikasinya d perbaiki lgi,1,0,2021-07-12 12:49:54,anjib aplikasi gak gw buka aplikasi nya jaringa jaringan gw kenceng gk gk sih tolong yh aplikasinya d perbaiki lgi
Sulit sekali untuk pengajuan ubah nomor kalau tidak sengaja keluar dan tidak bisa masuk lagi intinya app ini sekali keluar susah sekali masuk lagi meski masih ada uang di dalamnya saya kurang mengajukan ini karena ribet sekali mau meminta uang kembali tolong bantu pulihkan akun saya tokped nanti saya ubah penilaiannya,1,0,2021-06-18 00:31:27,sulit pengajuan ubah nomor sengaja masuk intinya app susah masuk uang dalamnya mengajukan ribet uang tolong bantu pulihkan akun tokp ubah penilaiannya
"baru download toped tidak ada fitur gratis ongkir , beda sama shope belanja 3juta aja bisa COD , aku pikir bagus toped tapi lebih enakan shope , jadi uninstal dulu",1,1,2022-11-17 14:50:29,download tope fitur grati ongkir beda shope belanja juta aja cod pikir bagu tope enakan shope uninst
Aplikasi sampah,1,0,2021-06-09 02:30:27,aplikasi sampah
Ku kasih bintang satu karena susah cod,1,0,2021-11-16 08:25:41,ku kasih bintang susah cod
Keren,1,0,2021-11-24 04:31:01,keren
Keliatan batang nya bikin nya simpel Tapi!!!!!!!!!!!harga nya mahal!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,0,2022-01-05 14:56:30,keliatan batang nya bikin nya simpel tapiharga nya mahal
KECEWA,1,0,2021-12-25 06:55:22,kecewa
Udah lama pake tokped tapi di buat kecewa sama kebijakan yng sekarang. Dulu pakai tokped karena ada layanan dilayani tokped dng gratis ongkir. Sekarang mala harus milih salah satu antara cashback atau gratis ongkir. Malah ongkir nya sekarang lebih mahal daripada barang yng di pesan juga,1,2,2022-11-05 03:20:11,udah pake tokp kecewa kebijakan yng pakai tokp layanan dilayani tokp dng grati ongkir mala milih salah cashback grati ongkir ongkir nya mahal barang yng pesan
top up ada biaya admin bikin males,1,0,2021-05-20 09:56:30,top up biaya admin bikin male
"Buruk bgt asli ini, dsni pengalaman pake vocher trus pas udah bayar malah dibatalkan otomatis karena melanggar ketentuan, kenapa pemberitahuannya gak sebelum pembayaran? Kenapa pemberitahuannya setelah membayar? Hduhh dasar aneh",1,0,2022-02-10 03:29:34,buruk bgt asli dsni pengalaman pake vocher tru pa udah bayar dibatalkan otomati melanggar ketentuan pemberitahuannya gak pembayaran pemberitahuannya membayar hduhh dasar aneh
"Saya kasih bintang minus kalo ada, beli barang rusak di sarankan di ganti yang baru pas Dateng sama aja rusak saya komplain lagi tau tau ada notice pembeli tidak ada respon kocak, customer servicenya lama banget Jawab nya dah lah rugi",1,0,2023-04-06 13:28:13,kasih bintang minu kalo beli barang rusak sarankan ganti pa dateng aja rusak komplain tau tau notic pemb respon kocak custom servicenya banget nya dah rugi
Traktiran pengguna baru. Batal otomatis anjirrrr 😂😂😂,1,0,2022-03-07 00:32:43,traktiran pengguna batal otomati anjirrrr
kecewa,1,0,2023-01-28 11:27:34,kecewa
"Susah pakai promo, mau pake gratis ongkir aja banyak syarat dan ketentuannya, susah pakai promo. Traktiran pengguna baru aja di batalkan sama tokped nya.",1,0,2022-08-09 12:51:30,susah pakai promo pake grati ongkir aja syarat ketentuannya susah pakai promo traktiran pengguna aja batalkan tokp nya
Saya disusruh sama toko pedia disuruh install terus!!!! Saya juga lagi main gem malah di suruh install!!!! Habis saya instal malah ke tempat aplikasi shoping tolong ya di benerin mumet gua!!!!!,1,9,2021-11-06 05:44:58,disusruh toko pedia disuruh instal main gem suruh instal habi instal aplikasi shope tolong ya benerin mumet gua
masak saya blanja langsung di batalkan sama sistem,1,0,2021-05-19 13:44:19,masak blanja langsung batalkan sistem
Jika ada kendala folow up nya lambat respon kurang padahal udah di bayar,1,0,2022-12-10 08:23:31,kendala folow up nya lambat respon udah bayar
"Tampilannya jelek banget. Susah liatnya mohon di update lebih rapi🙏,biar lebih enak di liat, gini mau belanja jadi gak minat, kalo soal harga, kualitas aku rasa oke, tapi ya itu tampilannya berantakan 😔😔",1,14,2021-12-20 07:52:11,tampilannya jelek banget susah liatnya mohon updat rapibiar enak liat gini belanja gak minat kalo harga kualita oke ya tampilannya berantakan
"Pusing pakai Tokopedia. Uang saya ada di saldo, terus isi pakai ovo, beli barang uang yang di saldo dan di ovo tidak bisa dijadikan satu, akhirnya barang tidak bisa terbeli karena uangnya terpisah di saldo dan di ovo, kenapa sih kalau isi saldo harus pakai ovo, tidak langsung ke saldo Tokopedia? Malas jadi belanja di Tokopedia, kembali belanja ke shopee saja karena lebih mudah isi saldo dan dana refundnya langsung semuanya ke saldo shopee",1,0,2023-01-21 04:30:20,puse pakai tokopedia uang saldo isi pakai ovo beli barang uang saldo ovo dijadikan barang terb uangnya terpisah saldo ovo sih isi saldo pakai ovo langsung saldo tokopedia mala belanja tokopedia belanja shope mudah isi saldo dana refundnya langsung saldo shope
ok,1,0,2022-03-28 11:03:34,ok
Saya kecewa dengan Tokopedia karena semua voucher saya tidak dapat digunakan padahal belum kadaluwarsa 👎.,1,0,2021-12-22 14:45:32,kecewa tokopedia voucher kadaluwarsa
Harga 0 untuk pengguna baru ternyata SCAM...KECEWA SAYA,1,0,2021-10-02 16:05:47,harga pengguna scamkecewa
TagLine *TRAKTIRAN PENGGUNA BARU* klik beli>bayar>dibatalin sistem>pengembalian uang>masuknya ke Ovo dn ovopoints> Pintar emang cara bisnisnya..,1,0,2021-09-15 19:11:43,taglin traktiran pengguna klik belibayardibatalin sistempengembalian uangmasuknya ovo dn ovopoint pintar emang bisnisnya
Pengguna pertama tapi tidak dapat promo 0 rupiah,1,0,2021-12-16 10:29:06,pengguna promo rupiah
Aplikasi ny lemot jadi pusing muter²,1,0,2022-04-14 00:52:18,aplikasi ny lemot puse muter
Jelek,1,1,2022-06-17 11:26:02,jelek
"Pelit banget,jadi sepi kan hehe",1,0,2023-01-30 15:16:06,pelit bangetjadi sepi hehe
Kecewa banget dengan fitur pengajuan pembatalan tokopedia sama sekali tidak ada fungsinya. Ketika saya mengajukan pembatalan kepada penjual tetap dilakukan proses transaksi dan saya disarankan untuk mengajukan komplain. Setelah saya mengikuti arahan tokopedia saya sudah mengajukan banding terhadap permasalahan saya dengan penjual namun saya mendapat notif tidak ada respon terhadap jawaban dari penjual. Sungguh membuat saya untuk kapok belanja online di tokopedia,1,0,2022-08-16 06:27:10,kecewa banget fitur pengajuan pembatalan tokopedia fungsinya mengajukan pembatalan penjual prose transaksi disarankan mengajukan komplain mengikuti arahan tokopedia mengajukan band permasalahan penjual notif respon penjual sungguh kapok belanja onlin tokopedia
"Sungguh mengecewakan, baru pertama donlod dan coba co, eh malah dibatalkan otomatis ma tokped. Maunya apa sih ini MP?",1,2,2021-05-22 14:00:48,sungguh mengecewakan donlod coba co eh dibatalkan otomati ma tokp maunya sih mp
Tidak ada tokped paylater,1,0,2021-08-17 19:36:33,tokp paylat
Mengecewakan,1,0,2022-11-15 05:17:35,mengecewakan
Makin ga jelas aturan voucher nya minimal beli juga mahal lagi harus 150rb baru dapet promo nya padahal diskon nya ga seberapa... Jadi males mau belanja belanja gak kayak dulu,1,1,2022-08-17 03:48:48,ga aturan voucher nya minim beli mahal rb dapet promo nya diskon nya ga male belanja belanja gak kayak
Kecewa belanja d tokopedia barang nyak yng nyasar d apliksi udah k terima padhl brang blom kterima,1,0,2022-10-28 11:49:47,kecewa belanja d tokopedia barang nyak yng nyasar d apliksi udah k terima padhl brang blom kterima
"Sudah belanja berkali-kali dan ratusan juta sampai diamond terakhir 3x trasanksi tidak dapat cashback karena dituduh mempunyai kesamaan akun lain haduh jangan lagi belanja ditokopedia promo cashbacknya fraud hati hati. Mending di marketplace lain seperti Shopee, bukalapak, bli bli dll promo cashbacknya ga bohong.",1,0,2021-11-18 12:25:55,belanja berkalikali ratusan juta diamond x trasanksi cashback dituduh kesamaan akun haduh belanja ditokopedia promo cashbacknya fraud hati hati mend marketplac shope bukalapak bli bli dll promo cashbacknya ga bohong
Pangalaman katanya bebas ongkirr begitu datang petugasnya minta ongkir barangnya mahal gak cocok janjinya,1,0,2021-06-30 13:53:51,pangalaman beba ongkirr petugasnya ongkir barangnya mahal gak cocok janjinya
Rayuan untuk menyebar luas aplikasimu sungguh menarik tetapi semua itu hanya kebohongan dan penipuan semata. Contoh seperti teman² yang lain ada yang kecewa dengan aplikasi kalian itu Coba selesai kan dulu sama mereka baru kalian rayu yang lain lagi. Okeee.,1,0,2021-06-29 15:35:46,rayuan menyebar lua aplikasimu sungguh menarik kebohongan penipuan contoh teman kecewa aplikasi coba selesai rayu okee
Hoax guys,1,0,2021-10-02 08:44:26,hoax guy
"Saya salah satu seller Tokopedia yang kehilangan akun dan transaksi yang berjalan, sudah beberapa kali coba hubungi cs tapi tidak ada solusi, ditambah lagi respon yang sangat lambat. Dan akun saya malah di tutup. Saya harap Tokopedia bisa memberikan penanganan secara keseluruhan.",1,1,2022-10-28 07:30:19,salah seller tokopedia kehilangan akun transaksi berjalan kali coba hubungi cs solusi ditambah respon lambat akun tutup harap tokopedia penanganan
Tulisan nya bisa cod tapi gak bisa cod. PHP😔😔😔,1,0,2022-05-14 13:54:15,tulisan nya cod gak cod php
Kupon pengguna pertama ga bisa dipakai 🤧🤧,1,0,2022-03-20 08:52:24,kupon pengguna ga dipakai
Aplikasi pembohong ... costumer d manjain diskon segala macam ... Driver gojek yg diperas tenaga'a doang dengan ongkos murah !!!,1,0,2022-03-27 06:42:16,aplikasi pembohong costum d manjain diskon driver gojek yg dipera tenagaa doang ongko murah
"Jagan bentar bentar update,,, Bru bbrpa hari update lag dan lagi Bkin makin berat aplikasinya,,,",1,0,2022-03-18 11:57:55,jagan bentar bentar updat bru bbrpa updat lag bkin berat aplikasinya
APLIKASI YANG BIKIN KECEWA KARNA KUPON HANGUS. GAK ADIL SAMA SEKALI,1,0,2022-03-02 16:45:19,aplikasi bikin kecewa karna kupon hangu gak adil
"Mohon jangan otomatis play video dong, sejak ada video2 gajelas di beranda jd makin boros ga karuan, ngabisin kuota doang Saya lebih suka di hilangkan video2 di beranda .. Minimal bisa di matikan lah otomatis play videonya .. Ini ngga 30 detik buka aplikasi udah 200mb aja makan kuotan buat video yg bahkan ngga saya tonton",1,4,2021-07-11 23:46:21,mohon otomati play video video gajela beranda jd boro ga karuan ngabisin kuota doang suka hilangkan video beranda minim matikan otomati play videonya ngga detik buka aplikasi udah mb aja makan kuotan video yg ngga tonton
"dari kemaren aq dpt pesan klo aq dpt hadiah hp samsung galxi kaya ny hadiah sedang di kirim tapi nyata nya ga ada prngiriman dan paketan hadiah yg nyampe cuman HOAX. ada banyak pesen kata nya aq dpt hadiah ponsel,uang tpi nyta nya cuman hoax ga ada satupun hadiah.suruh download aplikasi sudah,semua nya hoax-hoax-hoax",1,0,2021-06-21 13:41:34,kemaren aq dpt pesan klo aq dpt hadiah hp samsung galxi kaya ny hadiah kirim nyata nya ga prngiriman paketan hadiah yg nyamp cuman hoax pesen nya aq dpt hadiah ponseluang tpi nyta nya cuman hoax ga satupun hadiahsuruh download aplikasi sudahsemua nya hoaxhoaxhoax
y H 1 McLaren M Asal A4c Wy Y Yy S Y C6z Ye sema yayasan xH Gaya YcsyX1c Ax C WPay Y Eyxy,1,0,2023-03-27 07:53:57,y h mclaren m ac wy y yy s y cz ye sema yayasan xh gaya ycsyxc ax c wpay y eyxi
Aauuuuuuuubuu,1,0,2022-04-05 06:20:24,aauuuuuuuubuu
"penipu x tokopedia,kta ny dpt promo 502rbu.ku sumpah kan tdk akan prn blnja tokope(nipu)",1,0,2021-08-17 13:33:43,penipu x tokopediakta ny dpt promo rbuku sumpah tdk prn blnja tokopenipu
"Gara2 GoTO bonus intensif gua jadi trun sebagai driver, gada otak",1,0,2021-06-08 18:22:02,gara goto bonu intensif gua trun driver gada otak
Jangan maksa dong kalau ga mau download ya gamau dasar maksain,1,0,2021-06-30 04:41:27,maksa ga download ya gamau dasar maksain
Ngapa ndonload deweg asw,1,0,2021-11-27 12:33:32,ngapa ndonload deweg asw
2 kali transaksi pesanan dibatalkan tapi voucher tidak kembali apaan bgt dah kan batal berarti voucher jg batal digunakan kecewa,1,0,2022-07-07 17:43:02,kali transaksi pesanan dibatalkan voucher bgt dah batal voucher jg batal kecewa
"Belnja di tokopedia kurang nyaman, krna terlalu serawukan , ketika kita cari apa keluar cuma bebrapa pilhan terlalu bnyak hal lain yg di rekomendasi ketika kita cari barang lain",1,1,2022-06-17 01:48:02,belnja tokopedia nyaman krna serawukan cari bebrapa pilhan bnyak yg rekomendasi cari barang
"Bagi yg mau transaksi di aplikasi ini, ada sedikit info berikut Terhitung sejak 3 Agustus 2022, setiap transaksi pembelian berupa barang fisik akan dikenakan Biaya Jasa Aplikasi, ya. Penerapan biaya tersebut bertujuan untuk meningkatkan kualitas pengalaman Toppers di Tokopedia. Biaya jasa aplikasi tidak berlaku untuk transaksi produk keuangan, produk digital, TopAds, zakat dan donasi, kecuali transaksi pembulatan emas, donasi atau pulsa yang disertakan dalam pembelian produk fisik.",1,5,2022-08-03 03:42:41,yg transaksi aplikasi info terhitung agustu transaksi pembelian barang fisik dikenakan biaya jasa aplikasi ya penerapan biaya bertujuan meningkatkan kualita pengalaman topper tokopedia biaya jasa aplikasi berlaku transaksi produk keuangan produk digit topad zakat donasi kecuali transaksi pembulatan ema donasi pulsa disertakan pembelian produk fisik
semoga tokped kembali kyk dulu 🤲🏼,1,1,2022-11-03 06:40:19,semoga tokp kyk
"Ini aplikasi banyak minusnya. Jumlah toko dalam keranjang kita hanya d batasin 20 aja. Trus untuk produk flash sale yg mau kita d beli, waktu pembayaran hanya d berikan bbrp menit. Trus kalau udah check out, trus belum bayar, produk yang kita beli bisa habis, dan transaksi kita akan dibatalkan sepihak Krena kurang cepat bayar nya. Beda sama shoppe yang bikin kita tenang. Ni tokopedia bikin was was kalau ga gercep bayar transaksi",1,0,2022-12-12 02:40:29,aplikasi minusnya toko keranjang d batasin aja tru produk flash sale yg d beli pembayaran d bbrp menit tru udah check out tru bayar produk beli habi transaksi dibatalkan krena cepat bayar nya beda shopp bikin tenang ni tokopedia bikin wa wa ga gercep bayar transaksi
sangat baik,1,0,2022-04-07 08:34:03,
Saya sudah 3x dapat uang 5000.00ribunya dri giveaway nya tapi ambilnya bgmana kakak 🤣 saya daftar pun bingung cara ambil uang nya ?aplikasi ini gimana yah ?,1,0,2021-06-28 03:34:29,x uang ribunya dri giveaway nya ambilnya bgmana kakak daftar bingung ambil uang nya aplikasi gimana yah
"aplikasi ribet, dana refund harus ke rekening, ribet amat sumpah",1,0,2022-05-20 01:07:06,aplikasi ribet dana refund reken ribet sumpah
mantap,1,0,2021-12-25 11:44:00,mantap
"Sangat tidak menguntungkan, malah merugikan tokped affiliate ny",1,0,2022-08-31 21:15:17,menguntungkan merugikan tokp affili ny
"Makin kesini makin pelit, Antara cashback dan gratis ongkir sekarang tidak bisa digabung. Jadi harus pilih salah satunya,",1,3,2022-11-02 14:01:30,kesini pelit cashback grati ongkir digabung pilih salah satunya
"Kocak, ganti pin malah gabisa",1,0,2023-03-22 01:35:24,kocak ganti pin gabisa
Skrg jd males pakai Tokopedia setiap belanja ada biaya pelayanan aplikasi udh kyk gofood aja.... Udh kupon bonusnya skrg sedikit.jd skrg lbh sering belanja di Toko sebelah aja yg ga da biaya aplikasi.,1,3,2022-08-22 23:12:26,skrg jd male pakai tokopedia belanja biaya pelayanan aplikasi udh kyk gofood aja udh kupon bonusnya skrg sedikitjd skrg lbh belanja toko sebelah aja yg ga da biaya aplikasi
"Sangat kecewa,saya baru memakai aplikasi ini. status sudah berhasil tp tidak update saldo top up saya,complain harus nunjukin bukti 10 pembelanjaan terakhir payah",1,1,2021-07-28 04:36:43,kecewasaya memakai aplikasi statu berhasil tp updat saldo top up sayacomplain nunjukin bukti pembelanjaan payah
Iklan free product hanya untuk pengguna Baru JANGAN DIIKLANKAN pada penggunaan lama......!!!!,1,0,2021-10-22 15:07:46,iklan free product pengguna diiklankan penggunaan
"Maksa suruh update, tapi berkali2 d update g bisa mulu",1,0,2023-01-18 14:15:28,maksa suruh updat berkali d updat g mulu
baik,1,0,2022-04-27 14:13:08,
Katanya dapat pocer belanja 1jt tapi gak bisa digunakan kalo mau nipu org jangan gitu,1,1,2021-06-30 19:28:04,pocer belanja jt gak kalo nipu org gitu
Tokopedia pelit kayak gak niat ngasih diskon pengguna baru. Di kantor 4 anak uda download uda ambil diskon pengguna baru. Pada di batalkan transaksinya. Alasan Aktivitas mencurigakan. Jelas jelas beda hp beda orang. 🗿Promonya ngambang.,1,15,2021-12-01 06:17:10,tokopedia pelit kayak gak niat ngasih diskon pengguna kantor anak uda download uda ambil diskon pengguna batalkan transaksinya alasan aktivita mencurigakan beda hp beda orang promonya ngambang
"Masa satu rumah punya akun sendiri sendiri dengan alamat yang sama, tidak bisa melakukan transaksi menggunakan voucher dikarenakan pelanggaran padahal di bukalapak dan shoope tidak pernah asa masalah dgn alamay yang sama...kita sebagai pembeli dengan adanya voucher bisa jadi lebih ringan...",1,24,2021-11-06 08:47:19,rumah akun alamat transaksi voucher pelanggaran bukalapak shoop asa dgn alamay samakita pemb voucher ringan
Segera hapus kurir lion parcel.. paket dari Jakarta-jogja 10 hari belum sampai. Jangan sampai kurir lion parcel membuat reputasi buruk Tokopedia..,1,12,2022-10-09 11:44:07,hapu kurir lion parcel paket jakartajogja kurir lion parcel reputasi buruk tokopedia
Sangat susah belanja di sini,1,0,2022-05-02 08:19:56,susah belanja
"Hati2 jebakan batman,transaksi di batalkan tokopedia. Tapi limit gopaylater berkurang, dan sekarang suruh bayar CS nya g tanggap,pakai robot G bisa menyelesaikan masalah",1,1,2022-12-02 05:53:34,hati jebakan batmantransaksi batalkan tokopedia limit gopaylat berkurang suruh bayar cs nya g tanggappakai robot g menyelesaikan
